,reaction,Unnamed: 0,dG,dG_std,ddG0,dG_prime,lower_bound,upper_bound,sign,direction
2973,R10160,2973,-133.1289395,151.0158007,-0.001064272,-133.1300037,-586.1774058,319.91739839999997,-187528.3507,0
2974,R10161,2974,111.20188370000001,7.297007536000001,-42.333438799999996,68.86844488,46.97742227,90.75946749,4263.645829,1
2975,R10166,2975,105.18436299999999,220.49601639999997,-39.90697269,65.27739034,-596.2106589,726.7654395,-433305.3015,0
2976,R09898,2976,90.42505202,180.2035527,-42.85219119,47.57286082,-493.0377973,588.1835189,-289996.7066,0
2977,R09634,2977,-11.43191173,6.752975233,-2.9052213460000003,-14.33713308,-34.59605878,5.921792619,-204.8706855,0
2978,R04419,2978,61.03474358,9.054965448999999,-88.42487619,-27.39013262,-54.55502897,-0.22523627300000001,12.2877714,0
2979,R09899,2979,96.81046241,90.20896915,-42.85219119,53.95827122,-216.66863619999998,324.58517870000003,-70327.428,0
2980,R04412,2980,43.80722699,7.028521093999999,-42.37685089,1.4303761019999999,-19.65518718,22.51593938,-442.5550031,0
2981,R09760,2981,-51.96684827,6.427993056,-1.875818464,-53.84266673,-73.1266459,-34.55868756,2527.160908,2
2982,R09767,2982,10.22023808,6.527768976,-51.3339316,-41.11369351,-60.69700044,-21.53038658,1306.829884,2
2983,R10785,2983,79.52679354,6.583445485,-40.50405434,39.022739200000004,19.27240275,58.77307566,1132.698385,0
2984,R10782,2984,0.114964215,6.57784464,-0.047843809,0.067120406,-19.66641351,19.80065433,-389.4078558,0
2985,R10788,2985,40.76351865,6.379887511000001,-44.81736554,-4.053846893,-23.19350943,15.08581564,-349.89300719999994,0
2986,R00152,2986,-69.85812789,9.434206182999999,-1.24812938,-71.10625727,-99.40887582,-42.80363872,4255.061606,2
2987,R09997,2987,39.89838724,11.36810147,-41.15187928,-1.2534920390000002,-35.35779645,32.85081237,-1161.5323369999999,0
2988,R09996,2988,-137.731169,16.64545275,0.0,-137.731169,-187.66752730000002,-87.79481075,16476.23504,2
2989,R02715,2989,-209.0378799,96.89393278,-41.16327162,-250.2011515,-540.8829498,40.48064684,-21895.29167,0
2990,R08426,2990,101.842303,130.0383961,120.97428719999999,222.81659019999998,-167.2985981,612.9317785000001,-102542.6273,0
2991,R08424,2991,-14.91911596,106.21844270000001,81.29841204,66.37929609,-252.276032,385.0346242,-97135.00718,0
2992,R08425,2992,9.674263226,106.0805313,-81.75501829,-72.08075506,-390.32234900000003,246.16083880000002,-96082.07684,0
2993,R09990,2993,132.9135776,6.324816076,-89.57608385,43.33749375,24.36304552,62.31194198,1518.108679,1
2994,R00414,2994,-12.32134228,6.367918072999999,-2.9885029139999997,-15.30984519,-34.41359941,3.793909029,-130.56206550000002,0
2995,R07298,2995,-4.8881850710000005,6.31680467,-0.41555623399999997,-5.303741305,-24.25415532,13.64667271,-330.9885193,0
2996,R07296,2996,45.89828382,220.56617930000002,-41.2001424,4.698141425,-657.0003965,666.3966793,-437822.8825,0
2997,R07290,2997,-137.44502130000004,65.27612556,-3.6526131680000002,-141.0976344,-336.9260111,54.73074228,-18440.21068,0
2998,R06479,2998,91.34037086,249.27582880000003,-39.9225604,51.41781046,-696.4096758999999,799.2452969,-556602.1582,0
2999,R06478,2999,102.1061565,220.5045887,-39.9225604,62.18359606,-599.3301700000001,723.6973622,-433733.6631,0
3000,R06473,3000,-111.3480412,73.83480855,44.81747556,-66.5305656,-288.0349913,154.9738601,-44637.89442,0
3001,R06471,3001,-178.2716261,378.1886296,0.0,-178.2716261,-1312.837515,956.2942627,-1255458.983,0
3002,R06477,3002,94.52826523,249.2305474,-39.9225604,54.60570483,-693.0859374,802.297347,-556061.0088,0
3003,R06476,3003,97.71615959999998,249.27362630000002,-39.9225604,57.79359920000001,-690.0272797,805.6144781,-555895.9668,0
3004,R07871,3004,-63.850440899999995,201.3698013,0.00012900299999999998,-63.850311899999994,-667.9597158,540.259092,-360871.3096,0
3005,R03140,3005,-434.76800419999995,9.070344857,-82.44738687,-517.2153911,-544.4264257,-490.00435650000003,266771.3204,2
3006,R03148,3006,-165.8291155,135.216466,-2.045579713,-167.8746952,-573.5240932,237.7747028,-136369.5208,0
3007,R01123,3007,-24.28673141,7.455627824,2.58e-06,-24.28672883,-46.6536123,-1.9198453580000001,89.56772101,0
3008,R01127,3008,-75.58251621,145.05014350000002,0.000183787,-75.58233242,-510.73276289999995,359.56809810000004,-183643.2082,0
3009,R09872,3009,260.1921213,441.7195188,-79.81646446,180.37565690000002,-1144.7829,1505.5342130000001,-1723509.822,0
3010,R09871,3010,138.9172178,221.1239188,-39.84269171,99.07452604,-564.2972304,762.4462824,-430246.3255,0
3011,R09874,3011,19.52346057,307.20480239999995,-42.85219119,-23.32873062,-944.9431377999998,898.2856766000001,-848828.8859,0
3012,R09878,3012,-113.8079041,198.2139878,-82.61300106,-196.4209051,-791.0628684999999,398.22105830000004,-315017.8927,0
3013,R10628,3013,-918.454542,14.77043822,89.63494767,-828.8195943,-873.130909,-784.5082796,684978.4273,2
3014,R09292,3014,-0.166760002,7.799584714,-0.012984404,-0.17974440600000002,-23.57849855,23.21900974,-547.4693873,0
3015,R10578,3015,-160.9675233,90.56383289,0.002892985,-160.9646304,-432.65612910000004,110.72686829999999,-47906.65821,0
3016,R09291,3016,51.84151051,9.187685053,1.1712126859999998,53.01272320000001,25.44966804,80.57577836,2050.626811,1
3017,R05733,3017,-437.4916323,147.3875878,42.37685077,-395.1147816,-837.277545,47.047981799999995,-39392.2187,0
3018,R05735,3018,143.43505580000001,8.971701292,-162.95135530000002,-19.51629953,-46.43140341,7.398804346,-343.5368693,0
3019,R10191,3019,-393.4519254,112.83571670000002,-41.27005921,-434.7219846,-773.2291347,-96.2148345,74396.11322999999,2
3020,R02963,3020,-3.690259575,7.2962046,-0.002290611,-3.692550186,-25.58116399,18.19606361,-465.47648719999995,0
3021,R02962,3021,-4.927846376000001,16.0891993,-41.164431,-46.09227738,-94.35987528,2.17532052,-205.262973,0
3022,R09123,3022,-87.07752291,378.00579419999997,-42.85219119,-129.92971409999998,-1263.947097,1004.0876689999999,-1269113.693,0
3023,R09124,3023,-77.86154131,51.02504693,0.010955254,-77.85058606,-230.92572689999997,75.22455473,-17371.28498,0
3024,R09125,3024,-392.65561280000003,60.86886167,-41.71999256,-434.3756053999999,-616.9821904,-251.7690204,155337.0017,2
3025,R09126,3025,43.31196808,10.21368642,-40.58565986,2.726308219,-27.91475104,33.36736748,-931.4417561,0
3026,R09129,3026,137.4151449,111.05910039999999,-42.35396042,95.06118447,-238.1161167,428.2384857,-101970.4852,0
3027,R10313,3027,-407.7773782,156.21188859999998,44.81747386,-362.9599043,-831.5955701,105.6757615,-87879.49513,0
3028,R10312,3028,-481.7455933,11.02538779,4.655803719,-477.0897896000001,-510.165953,-444.01362620000003,226520.6348,2
3029,R10315,3029,-451.07486680000005,147.4753121,3.6545354189999997,-447.4203313,-889.8462676000001,-4.994395,4444.24375,0
3030,R10314,3030,-539.7004336,147.4941294,44.81747386,-494.88295980000004,-937.365348,-52.4005716,49118.48003,2
3031,R10316,3031,-1398.552679,157.2520377,93.28948315,-1305.263195,-1777.019308,-833.5070819,1481158.178,2
3032,R00102,3032,21.76921582,7.775742623999999,-43.87208406,-22.10286824,-45.43009611,1.224359632,-55.62277576,0
3033,R06999,3033,41.76459663,157.1652341,-123.44899769999999,-81.68440109999999,-553.1801034,389.8113012,-215635.8559,0
3034,R05467,3034,155.32617969999998,31.80088917,-82.11627496,73.2099047,-22.19276281,168.6125722,-3741.978822,0
3035,R04066,3035,-454.5500232,10.15937785,43.15108757,-411.3989356,-441.8770692,-380.9208021,168320.1676,2
3036,R04060,3036,-491.7466738,206.05065580000002,44.05791987,-447.688754,-1065.840721,170.4632134,-181686.6343,0
3037,R04068,3037,-1.267981185,49.64583068,-77.96396789,-79.23194907,-228.16944109999997,69.70554297,-15904.674780000001,0
3038,R11047,3038,-35.23164915,6.3605756079999995,81.83600099,46.60435183,27.52262501,65.68607865,1807.8533109999998,1
3039,R11042,3039,-39.72295436,6.362445771,79.31940839,39.59645402,20.50911671,58.68379133,1203.552725,1
3040,R11040,3040,37.62587097,90.97119673,-45.23800643,-7.612135462,-280.52572569999995,265.30145469999997,-74423.8831,0
3041,R11048,3041,-92.10286434,157.6387269,-41.60377722,-133.70664159999998,-606.6228222999999,339.20953910000003,-205772.24800000002,0
3042,R11049,3042,87.13735583,105.99532260000001,41.68639378,128.8237496,-189.16221819999998,446.80971739999995,-84519.51726000001,0
3043,R07605,3043,97.98522248,107.16755390000002,-127.07568470000001,-29.09046221,-350.59312389999997,292.4121995,-102517.7065,0
3044,R03775,3044,12.09434219,75.57253841,0.0,12.09434219,-214.623273,238.8119574,-51254.60394,0
3045,R01954,3045,83.84648631,7.036037102000001,-82.12708913,1.7193971819999998,-19.38871412,22.82750849,-442.59603619999996,0
3046,R07463,3046,-88.43007872,111.61225,0.021077027,-88.40900169,-423.24575169999997,246.4277483,-104299.4976,0
3047,R07468,3047,41.41814536,8.202478653,-81.09339936,-39.675253999999995,-64.28268996,-15.06781804,968.5998755,0
3048,R00604,3048,49.5840721,7.192211497000001,-83.53844249,-33.95437039,-55.53100488,-12.3777359,687.3481126,0
3049,R00605,3049,81.35446189,9.134351466,-42.37685077,38.97761112,11.57455672,66.38066552,768.3267783,0
3050,R00602,3050,-297.6413466,11.33466176,0.00012263200000000001,-297.641224,-331.64520930000003,-263.6372387,87434.02721,2
3051,R00603,3051,178.673553,180.028873,-82.3175569,96.35599607,-443.73062289999996,636.4426151,-282409.078,0
3052,R01609,3052,63.18447542,163.45695759999998,-0.000536041,63.18393938,-427.1869334,553.5548122,-236471.3827,0
3053,R00608,3053,-96.51391859,12.72296209,-0.00012263200000000001,-96.51404122,-134.68292749999998,-58.34515495,7858.0962739999995,2
3054,R05128,3054,63.83132119,149.01687119999997,-41.14942676,22.68189443,-424.3687192,469.732508,-199339.7828,0
3055,R05129,3055,-34.44661824,109.87920859999998,-0.037625854,-34.48424409,-364.1218699,295.15338169999995,-107471.8013,0
3056,R00957,3056,-25.51815173,6.4299915620000005,-1.122823278,-26.64097501,-45.930949700000006,-7.351000324,337.63842610000006,0
3057,R05122,3057,-34.70198683,457.0763586,-79.83806783,-114.5400547,-1485.769131,1256.6890210000001,-1867149.754,0
3058,R06733,3058,9.674263226,208.7519493,-81.11257739,-71.43831417,-697.6941621,554.8175337,-387092.9543,0
3059,R05388,3059,23.39983074,132.96697079999998,-82.30273122,-58.90290049,-457.80381289999997,339.9980119,-155652.3862,0
3060,R05380,3060,-104.0693908,179.9062112,0.0,-104.0693908,-643.7880244,435.6492428,-280465.7654,0
3061,R05381,3061,-1.124017494,15.02017184,-0.006605216999999999,-1.130622711,-46.19113823,43.92989281,-2029.171751,0
3062,R05382,3062,6.313867862,188.7652974,0.074784295,6.388652157,-559.90724,572.6845444,-320650.2226,0
3063,R05383,3063,149.12678459999998,121.24169779999998,-0.030782999999999998,149.0960016,-214.6290918,512.821095,-110066.3259,0
3064,R05384,3064,51.76535528,177.87770590000002,-41.15877845,10.60657683,-523.0265409,544.2396945,-284651.8048,0
3065,R05385,3065,59.3326578,177.8227206,-41.15877845,18.17387935,-515.2942825,551.6420412,-284257.9898,0
3066,R05386,3066,75.69010551,285.7771928,-41.15877845,34.53132706,-822.8002512999999,891.8629055,-733825.0228,0
3067,R05387,3067,51.84911002,179.9601406,-41.15877845,10.69033157,-529.1900902,550.5707534,-291356.5867,0
3068,R09334,3068,-110.4814057,10.93755122,-0.000122631,-110.4815284,-143.2941821,-77.66887474,11129.497879999999,2
3069,R03978,3069,-31.35145396,74.11094613,-43.60842053,-74.95987449,-297.29271289999997,147.3729639,-43812.90824,0
3070,R03970,3070,-1.95076524,6.373724286,1.6408264890000002,-0.309938751,-19.43111161,18.81123411,-365.5231894,0
3071,R03973,3071,-93.0487743,201.16101369999998,42.60799926,-50.44077505,-653.9238162,553.0422661,-361647.5091,0
3072,R09687,3072,90.92246679,116.35198700000001,-42.85219119,48.0702756,-300.98568539999997,397.1262366,-119529.3125,0
3073,R10148,3073,-24.41587173,6.8179975079999995,-8.340000000000001e-05,-24.41595515,-44.86994767,-3.961962626,177.7730557,0
3074,R10144,3074,-465.1453199,74.62981542,-0.042448142,-465.18776809999997,-689.0772143999999,-241.29832180000002,166273.1754,2
3075,R10145,3075,-896.953238,19.28976674,-0.08611066099999999,-897.0393487,-954.9086489,-839.1700484999999,801330.7372,2
3076,R10146,3076,-274.2896541,11.13142947,129.2436218,-145.0460323,-178.4403207,-111.6517439,19923.17299,2
3077,R10147,3077,8.619216982000001,87.32067377,-42.34130802,-33.72209104,-295.6841124,228.23993030000003,-67486.92117999999,0
3078,R10140,3078,78.59660758,6.584817248999999,-39.80650998,38.79009761,19.03564586,58.54454936,1114.433309,0
3079,R10141,3079,-5.675609961,6.673850079,1.045752976,-4.629856985,-24.65140722,15.39169325,-379.4268982,0
3080,R10143,3080,-431.8079181,74.59394869,-0.04366252,-431.8515806,-655.6334267000001,-208.0697345,136417.473,2
3081,R04387,3081,89.64957558,9.543070042,-44.82940484,44.82017074,16.19096061,73.44938087,1189.216033,0
3082,R04382,3082,-59.71456566,7.693567451,1.224798454,-58.48976721,-81.57046956,-35.40906486,2888.334047,2
3083,R04479,3083,197.548095,7.1456864410000005,1.709744696,199.25783969999998,177.8207804,220.69489900000002,39244.13917,1
3084,R02737,3084,-21.87107132,6.5531777579999995,-2.878020985,-24.7490923,-44.40862557,-5.089559026,226.02032110000002,0
3085,R08408,3085,101.2687765,144.1241811,-39.06800078,62.20077574,-370.17176760000007,494.573319,-183077.0797,0
3086,R08152,3086,1.026761317,6.356542813,-9.55e-07,1.026760361,-18.04286808,20.0963888,-362.596492,0
3087,R08151,3087,89.96521745,254.517764,1.25351261,91.21873006,-672.3345619,854.7720221000001,-574692.7729999999,0
3088,R10848,3088,48.87912031,6.41987839,-42.38011856,6.499001755,-12.76063342,25.75863693,-328.69652310000004,0
3089,R03458,3089,139.4147983,61.96518099,-44.6883551,94.72644322,-91.16909975,280.6219862,-25584.05385,0
3090,R03125,3090,-353.4123061,13.46062995,-36.33280983,-389.745116,-430.1270058999999,-349.3632262,150270.5584,2
3091,R01142,3091,-436.0234114,12.52223926,42.37685077,-393.6465606,-431.2132784,-356.07984280000005,153546.3564,2
3092,R01417,3092,190.0574382,117.7915746,-34.92673124,155.1307069,-198.2440169,508.5054307,-100808.1592,0
3093,R01410,3093,-142.55270249999998,108.6834621,-40.78529317,-183.3379957,-509.38838200000004,142.7123906,-72696.03374,0
3094,R01149,3094,-11.02441147,6.82078838,-1.338632833,-12.36304431,-32.82540945,8.09932083,-265.8635225,0
3095,R09857,3095,89.66822894,63.87631005,-2.878407848,86.78982109,-104.83910909999999,278.41875120000003,-29189.17383,0
3096,R09851,3096,1.399727529,116.3085201,-41.23630019,-39.83657266,-388.762133,309.0889876,-120162.0941,0
3097,R09853,3097,16.73192651,91.3304658,1.385500865,18.11742738,-255.87397,292.10882480000004,-74743.04467,0
3098,R10557,3098,-390.6371313,14.58151483,0.0,-390.6371313,-434.38167580000004,-346.8925868,150683.7832,2
3099,R10556,3099,148.8287591,32.18663434,-82.11822034,66.71053878,-29.84936424,163.27044180000001,-4873.518887,0
3100,R10555,3100,-17.01281672,6.619398114,-0.044489625,-17.05730635,-36.91550069,2.800887992,-103.39618259999999,0
3101,R10550,3101,10.51058407,6.346467649,-7.83e-06,10.51057624,-8.528826707,29.54997919,-252.0266517,0
3102,R10558,3102,-815.7031207,91.88478478,-0.08533599900000001,-815.7884567000001,-1091.442811,-540.1341024000001,589525.483,2
3103,R05244,3103,-170.25794299999998,16.40295575,44.80900345,-125.44893959999999,-174.65780690000003,-76.24007235,13315.92383,2
3104,R05247,3104,-277.1778262,121.2334002,42.37534768,-234.8024785,-598.5026791,128.89772209999998,-77145.63201,0
3105,R05246,3105,-280.75584689999994,15.959010199999998,-41.17597491,-321.9318218,-369.8088524,-274.0547912,101347.8878,2
3106,R05717,3106,-14.290097699999999,10.13265909,44.51952409,30.22942639,-0.16855088,60.62740366,-10.21880224,0
3107,R05716,3107,-23.6886842,61.15083112,-44.76862404,-68.45730824,-251.90980159999998,114.9951851,-28968.414269999997,0
3108,R10081,3108,-446.5863289,79.47807637,-0.06256039599999999,-446.6488893,-685.0831184,-208.2146602,142644.3487,2
3109,R10080,3109,-1016.064626,263.8407502,90.60706409999999,-925.4575616000001,-1716.979812,-133.935311,229964.2251,2
3110,R05248,3110,-260.4213521,96.8758618,-42.3784646,-302.7998167,-593.4274021000001,-12.172231300000002,7223.335598000001,0
3111,R02498,3111,73.69644807,9.729093093,-44.81747386,28.8789742,-0.308305079,58.06625348,-17.90212087,0
3112,R10333,3112,-4.562740036,226.08948900000001,-41.07596062,-45.63870066,-723.9071677000001,632.6297662999999,-457965.2223,0
3113,R02949,3113,4.491305207,6.3051569810000005,0.0,4.491305207,-14.42416574,23.40677615,-337.6232185,0
3114,R02948,3114,-41.84706054,9.2689019,41.15922899,-0.687831558,-28.49453726,27.11887414,-772.7397696,0
3115,R10337,3115,-35.22103324,11.44037987,4.706881881,-30.51415136,-64.83529097,3.80698825,-246.8271909,0
3116,R02947,3116,-57.08135112,8.959041841,41.15922899,-15.92212213,-42.79924765,10.95500339,-468.86590329999996,0
3117,R02944,3117,83.17266709,116.3385047,-42.37685077,40.79581632,-308.2196978,389.8113304,-120147.5305,0
3118,R09140,3118,17.51710654,214.3386502,-42.85219119,-25.33508465,-668.3510352999999,617.680866,-412827.6462,0
3119,R09141,3119,-336.2460612,128.0117178,42.37685077,-293.8692104,-677.9043637999999,90.165943,-61123.88623,0
3120,R00044,3120,7.4739708810000005,181.6262597,0.013946156999999999,7.487917037999999,-537.3908621,552.3666961,-296836.815,0
3121,R02492,3121,-339.0492068,15.42944214,42.37685077,-296.6723561,-342.9606825,-250.38402969999999,85871.87771,2
3122,R10238,3122,-261.9935499,200.7566961,229.00754669999998,-32.98600317,-635.2560915,569.2840851,-361641.1829,0
3123,R00042,3123,-555.5360734,15.4897203,-0.0018036729999999998,-555.537877,-602.0070379,-509.0687161,306462.9499,2
3124,R00043,3124,-309.65662530000003,113.17633909999998,-1.1120927809999999,-310.76871810000006,-650.2977354,28.7602992,-18702.75744,0
3125,R10721,3125,-263.4378569,10.31748593,-0.007077712,-263.4449346,-294.39739239999994,-232.49247680000002,68445.17892,2
3126,R10722,3126,-563.3403038,112.8909961,-83.46684870000001,-646.8071525,-985.4801408,-308.1341642,303660.0995,2
3127,R04040,3127,31.70268116,116.40737279999999,0.0,31.70268116,-317.51943719999997,380.92479960000003,-120951.028,0
3128,R04046,3128,245.7008067,146.9494521,-42.15553648,203.54527019999998,-237.3030861,644.3936265,-152916.5962,0
3129,R04048,3129,-239.533374,96.90191889,-41.14911946,-280.6824934,-571.3882501,10.02326327,-5727.17486,0
3130,R00049,3130,-3.872037953,6.343070937999999,-0.00589725,-3.8779352030000003,-22.90714802,15.15127761,-347.0725589,0
3131,R09476,3131,-177.8590921,408.8696683,0.0,-177.8590921,-1404.4680970000002,1048.749913,-1472935.794,0
3132,R10726,3132,-28.19656583,214.2393753,-42.85219119,-71.04875702,-713.7668829,571.6693688999999,-408038.6635,0
3133,R10727,3133,-917.5082312999999,301.4677201,89.63430421,-827.8739271000001,-1732.2770870000002,76.52923320000001,-132569.8372,0
3134,R11061,3134,-92.07164242,207.9547339,44.78954424,-47.28209819,-671.1462999,576.5821035,-386970.9454,0
3135,R11068,3135,-12.2073664,7.041460043,0.002032875,-12.20533353,-33.32971366,8.919046599,-297.2692693,0
3136,R09562,3136,-73.23122369,12.72251309,-0.0068387280000000005,-73.23806242,-111.4056017,-35.07052315,3907.052733,2
3137,R07661,3137,-44.24204022,6.307521931,40.03680625,-4.205233969,-23.12779976,14.71733182,-340.3795035,0
3138,R07660,3138,13.93669899,10.04097195,-42.78745245,-28.85075346,-58.97366931,1.27216239,-75.0240841,0
3139,R07662,3139,13.92381826,10.75471723,-0.065659748,13.85815852,-18.40599317,46.12231021,-848.9269267000001,0
3140,R07664,3140,-18.42752685,134.46372730000002,0.001217951,-18.4263089,-421.8174908,384.964873,-162384.9168,0
3141,R07669,3141,138.04246659999998,382.4989664,-41.15878175,96.88368484,-1050.613214,1244.380584,-1307362.685,0
3142,R07668,3142,-70.89419038,15.15725371,-81.1149198,-152.0091102,-197.48087130000002,-106.53734909999999,21039.088519999998,2
3143,R03713,3143,77.02097864,232.42290309999998,-44.81747386,32.20350478,-665.0652044999999,729.4722141,-485146.5872,0
3144,R03712,3144,-436.34915470000004,131.83032920000002,44.81783192,-391.5313228,-787.0223103999999,3.9596648,-3116.344539,0
3145,R03719,3145,32.55445962,6.871110436,0.011077338999999999,32.56553696,11.95220565,53.17886827,635.6047699,0
3146,R03718,3146,36.20033042,220.5735486,-41.28444481,-5.084114388,-666.8047602,656.6365314,-437848.3649,0
3147,R01973,3147,34.09198063,240.33968959999999,-39.92263084,-5.830650208,-726.849719,715.1884186000001,-519834.5011,0
3148,R01971,3148,50.68830315,7.041882352000001,-42.37523207,8.313071075,-12.81257598,29.43871813,-377.1858128,0
3149,R01978,3149,-19.1962552,6.759074062000001,46.07067312,26.87441792,6.597195734,47.15164011,311.068599,0
3150,R06357,3150,29.55651903,73.83196464,-83.54150334,-53.98498431,-275.48087819999995,167.5109096,-46146.052489999995,0
3151,R07488,3151,-36.8161225,90.17422714,44.81747386,8.00135136,-262.5213301,278.52403280000004,-73118.49954,0
3152,R07484,3152,-8.038933586,16.44621037,0.0,-8.038933586,-57.3775647,41.29969752,-2369.6760670000003,0
3153,R07487,3153,9.287676231,147.6555553,81.09339936,90.38107559999999,-352.5855903,533.3477415,-188050.7283,0
3154,R07483,3154,-121.64611289999999,74.56021155,44.81747386,-76.82863908,-300.5092737,146.8519956,-44130.38653,0
3155,R09566,3155,-1765.2373300000002,735.7762280000001,-87.27367921,-1852.511009,-4059.839693,354.817675,-1440502.881,0
3156,R09567,3156,-1315.753805,386.3245225,211.6572769,-1104.096528,-2263.070096,54.8770395,-124190.587,0
3157,R00590,3157,-47.71623554,90.21787961,-0.04413192,-47.76036746,-318.4140063,222.8932714,-70972.33951,0
3158,R08901,3158,-5.58521663,6.738202246,-5.533241141,-11.11845777,-31.33306451,9.096148968,-285.0102224,0
3159,R06284,3159,25.08523161,127.735472,-2.1757274559999997,22.90950416,-360.29691180000003,406.1159202,-146322.3119,0
3160,R06532,3160,-99.42985508,9.062536656,44.82242542,-54.60742966,-81.79503963,-27.41981969,2242.805238,2
3161,R06530,3161,-61.82633103,9.043764026,42.18399005,-19.64234099,-46.77363307,7.488951087999999,-350.2854503,0
3162,R02446,3162,60.95022086,190.3996087,-42.07658158,18.87363928,-552.3251868,590.0724654,-325911.8847,0
3163,R01621,3163,-54.23082543,6.430454455,0.584696378,-53.64612905,-72.93749242,-34.35476569,2505.750462,2
3164,R01620,3164,-1.6516509819999998,6.583328906,-41.76276192,-43.41441291,-63.16439963,-23.66442619,1494.7492730000001,2
3165,R01627,3165,-102.17071429999999,11.86431819,-0.028246737999999997,-102.19896109999999,-137.79191569999998,-66.60600653,9177.769235,2
3166,R00978,3166,82.26767558,55.57587762,-44.774806700000006,37.49286888,-129.23476399999998,204.2205017,-26392.38834,0
3167,R00979,3167,178.9839503,139.51351630000002,-40.79037556,138.1935747,-280.34697420000003,556.7341236000001,-156078.72699999998,0
3168,R00975,3168,-95.60070490000001,56.27700234,0.042544532,-95.55816037,-264.3891674,73.27284665,-19372.546919999997,0
3169,R06758,3169,-395.4087782,96.46605034,-0.003044745,-395.4118229,-684.8099739,-106.0136719,72599.21987999999,2
3170,R06759,3170,-565.8570452,96.48811557,0.011012866999999999,-565.8460322999999,-855.3103789999999,-276.3816856,236392.1243,2
3171,R09205,3171,96.3138266,134.9763699,-81.17312533,15.14070126,-389.7884084,420.069811,-163738.343,0
3172,R06750,3172,57.01894009,220.4043557,-39.9225656,17.09637448,-644.1166926,678.3094416,-436910.4341,0
3173,R02195,3173,-18.02325262,6.874996539,-0.009911705,-18.03316432,-38.65815394,2.5918252969999998,-100.1951813,0
3174,R08900,3174,3.593939095,6.645586695,-3.437832022,0.156107073,-19.78065301,20.09286716,-397.45003330000003,0
3175,R01086,3175,24.99836273,6.570521967,-2.401633518,22.59672921,2.8851633089999997,42.30829511,122.06634070000001,0
3176,R01083,3176,5.73422401,6.9012270739999995,4.793601321000001,10.52782533,-10.17585589,31.23150655,-317.80731000000003,0
3177,R01082,3177,2.9701997760000003,6.317706979,0.010041655,2.9802414319999997,-15.97287951,21.93336237,-350.3389543,0
3178,R01080,3178,-16.16533976,6.841454541,1.073940746,-15.09139902,-35.61576264,5.432964602999999,-193.4991777,0
3179,R09443,3179,-120.7660486,192.0802725,-3.01e-06,-120.76605159999998,-697.0068691,455.4747659,-317469.0405,0
3180,R09442,3180,-770.4298514999999,313.2208767,44.81747386,-725.6123776000001,-1665.275008,214.0502525,-356452.5359,0
3181,R09610,3181,38.32994799,147.23372619999998,-42.85219119,-4.522243201,-446.22342180000004,437.17893539999994,-195079.4805,0
3182,R08588,3182,21.38060976,245.40383590000002,-39.9227771,-18.54216734,-754.753675,717.6693404,-541663.5721,0
3183,R04673,3183,-30.93385452,151.11941240000002,-0.00035725199999999996,-30.93421177,-484.29244900000003,422.42402539999995,-204576.7658,0
3184,R03950,3184,73.94891976,633.522161,82.34171828,156.290638,-1744.275845,2056.857121,-3587726.193,0
3185,R03959,3185,46.177892,6.7626069310000005,-41.63530588,4.54258612,-15.74523467,24.83040691,-390.96058389999996,0
3186,R09201,3186,-454.94616560000003,147.3916366,42.37684147,-412.5693241,-854.7442338999999,29.605585700000002,-25305.20367,0
3187,R09200,3187,182.5444442,441.6980251,-122.76095929999998,59.78348497,-1265.31059,1384.87756,-1752300.243,0
3188,R09623,3188,-1.997236735,232.3691895,-42.85219119,-44.84942793,-741.9569964,652.2581406,-483947.4909,0
3189,R09621,3189,-528.1542789,171.4976452,137.92807580000002,-390.2262031,-904.7191387,124.26673249999999,-112426.4912,0
3190,R09620,3190,-88.82929154,73.87274635,-42.85219119,-131.6814827,-353.29972180000004,89.93675635,-31774.630989999998,0
3191,R09627,3191,104.3628958,180.2055445,-42.85219119,61.51070462,-479.1059289,602.1273381,-288482.7776,0
3192,R09626,3192,80.07616440000001,180.1422177,-42.85219119,37.22397321,-503.20267989999996,577.6506262999999,-290675.3432,0
3193,R09625,3193,-39.23715572,116.3892048,0.0,-39.23715572,-388.4047701,309.9304587,-120378.4686,0
3194,R09624,3194,-3.471849967,116.3697064,-42.85219119,-46.32404116,-395.43316039999996,302.785078,-119731.2603,0
3195,R09629,3195,17.07557882,264.9186154,-42.85219167,-25.77661285,-820.5324591,768.9792334,-630972.4213,0
3196,R09628,3196,14.23860689,214.186596,-42.85219119,-28.6135843,-671.1733723,613.9462037000001,-412064.3439,0
3197,R04904,3197,-130.0708923,107.3759261,-41.16770952,-171.23860180000003,-493.3663801,150.8891765,-74443.64681,0
3198,R04451,3198,-10.50172578,6.759930348999999,-2.981196065,-13.48292184,-33.76271289,6.796869207,-229.48074359999998,0
3199,R04456,3199,-82.23142676,119.3763301,44.17892812,-38.05249864,-396.1814889,320.07649169999996,-126808.381,0
3200,R04455,3200,71.710142,119.2098865,-43.94605162,27.76409038,-329.8655691,385.3937499,-127128.1286,0
3201,R04909,3201,60.89614508,9.040671426,-39.97491587,20.92122921,-6.200785067999999,48.04324349,-297.9058268,0
3202,R09403,3202,-877.5609325999999,147.66845790000002,89.64454321,-787.9163894,-1230.921763,-344.91101569999995,424558.4756,2
